"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_361794","A/H3N2","Centers for Disease Control and Prevention","Children's Hospital of Pittsburgh UPMC"
"EPI_ISL_361720","A/H3N2","Centers for Disease Control and Prevention","Children's Hospital of Pittsburgh UPMC"
"EPI_ISL_359638","A/H3N2","Centers for Disease Control and Prevention","Children's Hospital of Pittsburgh UPMC"
"EPI_ISL_2245999","A/H3N2","Centers for Disease Control and Prevention","Children's Hospital of Pittsburgh UPMC"
"EPI_ISL_331725","A/H3N2","Centers for Disease Control and Prevention","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_331718","A/H3N2","Centers for Disease Control and Prevention","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_111412","A/H3N2","Centers for Disease Control and Prevention","Colorado Department of Health Lab"
"EPI_ISL_168102","A/H3N2","Centers for Disease Control and Prevention","Colorado Department of Health Lab"
"EPI_ISL_249019","A/H3N2","Centers for Disease Control and Prevention","Colorado Department of Health Lab"
"EPI_ISL_288527","A/H3N2","Centers for Disease Control and Prevention","Colorado Department of Health Lab"
"EPI_ISL_362196","A/H3N2","Centers for Disease Control and Prevention","Colorado Department of Health Lab"
"EPI_ISL_225100","A/H3N2","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"EPI_ISL_435325","A/H3N2","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"EPI_ISL_107034","A/H3N2","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"EPI_ISL_164735","A/H3N2","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"EPI_ISL_159513","A/H3N2","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"EPI_ISL_264419","A/H3N2","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"EPI_ISL_16836624","A/H3N2","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"EPI_ISL_255987","A/H3N2","Centers for Disease Control and Prevention","Dallas County Health and Human Services"
"EPI_ISL_284905","A/H3N2","Centers for Disease Control and Prevention","Dallas County Health and Human Services"
"EPI_ISL_172526","A/H3N2","Centers for Disease Control and Prevention","DC Public Health Lab"
"EPI_ISL_16834420","A/H3N2","Centers for Disease Control and Prevention","DC Public Health Lab"
"EPI_ISL_137421","A/H3N2","Centers for Disease Control and Prevention","DC Public Health Lab"
"EPI_ISL_100428","A/H3N2","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_16832168","A/H3N2","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_153217","A/H3N2","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_178998","A/H3N2","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_222017","A/H3N2","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_415753","A/H3N2","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_16947017","A/H3N2","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_16834550","A/H3N2","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_85601","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_129661","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_145680","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_145678","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_166827","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_166836","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_199517","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_199519","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_275870","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_272934","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_275876","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_275882","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_330285","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_330257","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_330253","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_393768","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_13284203","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_199521","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_275880","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_272936","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_275872","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_16833751","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_199520","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_272933","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_272939","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_393777","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_13284200","A/H3N2","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_98994","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_89767","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_296578","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_84039","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_167417","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_206112","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_238704","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_397177","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_132668","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_169115","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_309565","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_8557854","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_17212768","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_17212783","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_179002","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_220329","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_264423","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_299973","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_16830218","A/H3N2","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_85581","A/H3N2","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_202854","A/H3N2","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_225043","A/H3N2","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_339727","A/H3N2","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_17100917","A/H3N2","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_188886","A/H3N2","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_188896","A/H3N2","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_307882","A/H3N2","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_18558033","A/H3N2","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_34985","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_99035","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_79670","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_103755","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_96093","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_127826","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_145041","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_150185","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_213986","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_203411","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_205648","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_215780","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_193316","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_230309","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_213988","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_230310","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_234045","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_234044","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_230311","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_395115","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_398949","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_395254","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_14863097","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_16836795","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_18143013","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_18143011","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_18143012","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_18143016","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_18143008","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_18143010","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_84042","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_99059","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_137443","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_172555","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_193317","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_234043","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_275830","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_14862714","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_14862724","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_18143015","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_32231","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_76698","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_79323","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_150174","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_171350","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_193315","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_234041","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_286039","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_295875","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_348148","A/H3N2","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_220345","A/H3N2","Centers for Disease Control and Prevention","Houston Department of Health and Human Services"
"EPI_ISL_256179","A/H3N2","Centers for Disease Control and Prevention","Houston Department of Health and Human Services"
"EPI_ISL_220316","A/H3N2","Centers for Disease Control and Prevention","Houston Department of Health and Human Services"
"EPI_ISL_20526","A/H3N2","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_20525","A/H3N2","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_20579","A/H3N2","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_20578","A/H3N2","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
